id_siniestro,monto_reclamado,dias_desde_inicio_poliza,dias_entre_ocurrencia_reporte,historial_siniestros_asegurado,documentos_completos,id_proveedor,suma_asegurada,cobertura,ciudad,ramo,beneficiario,descripcion,id_asegurado,placa,frecuencia_placa,marca_vehiculo,modelo_vehiculo,anio_vehiculo,frecuencia_conductor_veh,frecuencia_conductor,doc_inconsistente,frecuencia_beneficiario,similitud_narrativa,score,nivel_riesgo,alertas,anomalia_score,es_anomalia
SIN-00547,43698.27,2,15,3,False,P007,46437.57,Robo,Ambato,Vehiculos,Grua Rapida,Colision frontal con vehiculo desconocido en horas de la madrugada sin testigos.,ASG-00122,E851L967,1,Mazda,2,2022,0,1,True,92,0.9999999999999993,69,ROJO,"Siniestro ocurrido en los primeros 10 dias de la poliza (+8 pts) | Reporte tardio: mas de 7 dias despues del evento (+5 pts) | Asegurado con 3 o mas siniestros en 18 meses (+8 pts) | Documentos incompletos o faltantes (+4 pts) | Proveedor en lista restrictiva (+10 pts) | Beneficiario asociado a mas de 2 siniestros en la cartera (+5 pts) | Robo reportado con mas de 48 horas de demora (+8 pts) | Dinamica sospechosa: narrativa con indicadores de riesgo (+5 pts) | Documentacion con inconsistencia detectada (+8 pts) | Narrativa muy similar a otro reclamo (100% similitud, +8 pts)",-0.005963896608885411,1
SIN-00552,22522.11,1,14,6,False,P007,24686.87,Robo,Ambato,Vehiculos,Grua Rapida,Colision frontal con vehiculo desconocido en horas de la madrugada sin testigos.,ASG-00301,Q994A417,1,Toyota,RAV4,2019,0,1,True,92,0.9999999999999993,69,ROJO,"Siniestro ocurrido en los primeros 10 dias de la poliza (+8 pts) | Reporte tardio: mas de 7 dias despues del evento (+5 pts) | Asegurado con 3 o mas siniestros en 18 meses (+8 pts) | Documentos incompletos o faltantes (+4 pts) | Proveedor en lista restrictiva (+10 pts) | Beneficiario asociado a mas de 2 siniestros en la cartera (+5 pts) | Robo reportado con mas de 48 horas de demora (+8 pts) | Dinamica sospechosa: narrativa con indicadores de riesgo (+5 pts) | Documentacion con inconsistencia detectada (+8 pts) | Narrativa muy similar a otro reclamo (100% similitud, +8 pts)",0.03803109903842794,0
SIN-00555,12578.35,9,8,3,False,P007,12875.57,Robo,Guayaquil,Salud,Grua Rapida,El vehiculo fue impactado por un tercero que se dio a la fuga sin dejar datos.,ASG-00155,C122G207,1,Chevrolet,Captiva,2024,0,0,True,92,0.9999999999999992,74,ROJO,"Siniestro ocurrido en los primeros 10 dias de la poliza (+8 pts) | Reporte tardio: mas de 7 dias despues del evento (+5 pts) | Asegurado con 3 o mas siniestros en 18 meses (+8 pts) | Documentos incompletos o faltantes (+4 pts) | Proveedor en lista restrictiva (+10 pts) | Beneficiario asociado a mas de 2 siniestros en la cartera (+5 pts) | Monto reclamado es el 98% de la suma asegurada (+5 pts) | Robo reportado con mas de 48 horas de demora (+8 pts) | Dinamica sospechosa: narrativa con indicadores de riesgo (+5 pts) | Documentacion con inconsistencia detectada (+8 pts) | Narrativa muy similar a otro reclamo (100% similitud, +8 pts)",0.04892514098130457,0
SIN-00557,7768.08,5,13,5,False,P002,7791.48,Robo,Ambato,Hogar,Clinica San Marcos,Impacto en la parte trasera por vehiculo que huyo del lugar del accidente.,ASG-00350,Q435R714,1,Chevrolet,Captiva,2024,0,0,True,86,1.000000000000001,74,ROJO,"Siniestro ocurrido en los primeros 10 dias de la poliza (+8 pts) | Reporte tardio: mas de 7 dias despues del evento (+5 pts) | Asegurado con 3 o mas siniestros en 18 meses (+8 pts) | Documentos incompletos o faltantes (+4 pts) | Proveedor en lista restrictiva (+10 pts) | Beneficiario asociado a mas de 2 siniestros en la cartera (+5 pts) | Monto reclamado es el 100% de la suma asegurada (+5 pts) | Robo reportado con mas de 48 horas de demora (+8 pts) | Dinamica sospechosa: narrativa con indicadores de riesgo (+5 pts) | Documentacion con inconsistencia detectada (+8 pts) | Narrativa muy similar a otro reclamo (100% similitud, +8 pts)",0.02465518975258507,0
SIN-00560,26499.54,29,2,3,True,P002,32356.85,Atencion medica,Ambato,Vida,Clinica San Marcos,El vehiculo fue impactado por un tercero que se dio a la fuga sin dejar datos.,ASG-00219,D825H502,1,Mazda,BT-50,2013,0,0,False,86,0.9999999999999992,40,ROJO,"Siniestro ocurrido en los primeros 30 dias de la poliza (+4 pts) | Asegurado con 3 o mas siniestros en 18 meses (+8 pts) | Proveedor en lista restrictiva (+10 pts) | Beneficiario asociado a mas de 2 siniestros en la cartera (+5 pts) | Dinamica sospechosa: narrativa con indicadores de riesgo (+5 pts) | Narrativa muy similar a otro reclamo (100% similitud, +8 pts)",0.036345619653416095,0
SIN-00565,11436.36,2,11,4,False,P007,12206.11,Robo,Guayaquil,Generales,Grua Rapida,Impacto en la parte trasera por vehiculo que huyo del lugar del accidente.,ASG-00125,K516D269,1,Hyundai,Santa Fe,2015,0,0,True,92,1.000000000000001,69,ROJO,"Siniestro ocurrido en los primeros 10 dias de la poliza (+8 pts) | Reporte tardio: mas de 7 dias despues del evento (+5 pts) | Asegurado con 3 o mas siniestros en 18 meses (+8 pts) | Documentos incompletos o faltantes (+4 pts) | Proveedor en lista restrictiva (+10 pts) | Beneficiario asociado a mas de 2 siniestros en la cartera (+5 pts) | Robo reportado con mas de 48 horas de demora (+8 pts) | Dinamica sospechosa: narrativa con indicadores de riesgo (+5 pts) | Documentacion con inconsistencia detectada (+8 pts) | Narrativa muy similar a otro reclamo (100% similitud, +8 pts)",0.03648747538013164,0
SIN-00567,6272.44,5,8,3,False,P002,6659.5,Robo,Manta,Salud,Clinica San Marcos,Impacto en la parte trasera por vehiculo que huyo del lugar del accidente.,ASG-00297,K633N575,1,Kia,Picanto,2020,0,0,True,86,1.000000000000001,69,ROJO,"Siniestro ocurrido en los primeros 10 dias de la poliza (+8 pts) | Reporte tardio: mas de 7 dias despues del evento (+5 pts) | Asegurado con 3 o mas siniestros en 18 meses (+8 pts) | Documentos incompletos o faltantes (+4 pts) | Proveedor en lista restrictiva (+10 pts) | Beneficiario asociado a mas de 2 siniestros en la cartera (+5 pts) | Robo reportado con mas de 48 horas de demora (+8 pts) | Dinamica sospechosa: narrativa con indicadores de riesgo (+5 pts) | Documentacion con inconsistencia detectada (+8 pts) | Narrativa muy similar a otro reclamo (100% similitud, +8 pts)",0.029652698570149405,0
SIN-00570,18991.74,19,6,3,False,P007,26213.61,Robo,Loja,Vida,Grua Rapida,Accidente en carretera con policia presente. Croquis firmado por ambas partes.,ASG-00111,A871C555,1,Kia,Sorento,2024,0,0,False,92,1.0000000000000002,50,ROJO,"Siniestro ocurrido en los primeros 30 dias de la poliza (+4 pts) | Reporte con demora de 4 a 7 dias (+3 pts) | Asegurado con 3 o mas siniestros en 18 meses (+8 pts) | Documentos incompletos o faltantes (+4 pts) | Proveedor en lista restrictiva (+10 pts) | Beneficiario asociado a mas de 2 siniestros en la cartera (+5 pts) | Robo reportado con mas de 48 horas de demora (+8 pts) | Narrativa muy similar a otro reclamo (100% similitud, +8 pts)",0.07228665364107606,0
SIN-00578,30121.24,10,10,5,False,P007,33251.58,Robo,Ambato,Generales,Grua Rapida,Impacto en la parte trasera por vehiculo que huyo del lugar del accidente.,ASG-00073,A938G844,1,Nissan,Kicks,2017,0,0,True,92,1.000000000000001,69,ROJO,"Siniestro ocurrido en los primeros 10 dias de la poliza (+8 pts) | Reporte tardio: mas de 7 dias despues del evento (+5 pts) | Asegurado con 3 o mas siniestros en 18 meses (+8 pts) | Documentos incompletos o faltantes (+4 pts) | Proveedor en lista restrictiva (+10 pts) | Beneficiario asociado a mas de 2 siniestros en la cartera (+5 pts) | Robo reportado con mas de 48 horas de demora (+8 pts) | Dinamica sospechosa: narrativa con indicadores de riesgo (+5 pts) | Documentacion con inconsistencia detectada (+8 pts) | Narrativa muy similar a otro reclamo (100% similitud, +8 pts)",0.050595825507940895,0
SIN-00585,13416.71,2,10,4,False,P007,14819.41,Robo,Manta,Hogar,Grua Rapida,El asegurado reporta que su vehiculo fue robado en un estacionamiento sin camaras.,ASG-00193,N666Q779,1,Nissan,Versa,2016,0,0,True,92,1.0,64,ROJO,"Siniestro ocurrido en los primeros 10 dias de la poliza (+8 pts) | Reporte tardio: mas de 7 dias despues del evento (+5 pts) | Asegurado con 3 o mas siniestros en 18 meses (+8 pts) | Documentos incompletos o faltantes (+4 pts) | Proveedor en lista restrictiva (+10 pts) | Beneficiario asociado a mas de 2 siniestros en la cartera (+5 pts) | Robo reportado con mas de 48 horas de demora (+8 pts) | Documentacion con inconsistencia detectada (+8 pts) | Narrativa muy similar a otro reclamo (100% similitud, +8 pts)",0.05166348658674824,0
SIN-00590,9337.82,2,9,6,False,P002,9611.6,Robo,Loja,Hogar,Clinica San Marcos,Impacto en la parte trasera por vehiculo que huyo del lugar del accidente.,ASG-00017,N814G997,1,Toyota,RAV4,2024,0,0,True,86,1.000000000000001,74,ROJO,"Siniestro ocurrido en los primeros 10 dias de la poliza (+8 pts) | Reporte tardio: mas de 7 dias despues del evento (+5 pts) | Asegurado con 3 o mas siniestros en 18 meses (+8 pts) | Documentos incompletos o faltantes (+4 pts) | Proveedor en lista restrictiva (+10 pts) | Beneficiario asociado a mas de 2 siniestros en la cartera (+5 pts) | Monto reclamado es el 97% de la suma asegurada (+5 pts) | Robo reportado con mas de 48 horas de demora (+8 pts) | Dinamica sospechosa: narrativa con indicadores de riesgo (+5 pts) | Documentacion con inconsistencia detectada (+8 pts) | Narrativa muy similar a otro reclamo (100% similitud, +8 pts)",-0.013068092753228067,1
SIN-00593,6782.82,3,12,6,False,P001,7233.59,Robo,Ambato,Hogar,Taller El Veloz,El vehiculo fue impactado por un tercero que se dio a la fuga sin dejar datos.,ASG-00145,H356E586,1,Chevrolet,Spark,2023,0,0,True,80,0.9999999999999992,69,ROJO,"Siniestro ocurrido en los primeros 10 dias de la poliza (+8 pts) | Reporte tardio: mas de 7 dias despues del evento (+5 pts) | Asegurado con 3 o mas siniestros en 18 meses (+8 pts) | Documentos incompletos o faltantes (+4 pts) | Proveedor en lista restrictiva (+10 pts) | Beneficiario asociado a mas de 2 siniestros en la cartera (+5 pts) | Robo reportado con mas de 48 horas de demora (+8 pts) | Dinamica sospechosa: narrativa con indicadores de riesgo (+5 pts) | Documentacion con inconsistencia detectada (+8 pts) | Narrativa muy similar a otro reclamo (100% similitud, +8 pts)",0.0006140875463768181,0
SIN-00594,42694.03,10,11,4,False,P007,42765.0,Robo,Loja,Vida,Grua Rapida,El vehiculo fue impactado por un tercero que se dio a la fuga sin dejar datos.,ASG-00295,N507E470,1,Mazda,BT-50,2014,0,0,True,92,0.9999999999999992,74,ROJO,"Siniestro ocurrido en los primeros 10 dias de la poliza (+8 pts) | Reporte tardio: mas de 7 dias despues del evento (+5 pts) | Asegurado con 3 o mas siniestros en 18 meses (+8 pts) | Documentos incompletos o faltantes (+4 pts) | Proveedor en lista restrictiva (+10 pts) | Beneficiario asociado a mas de 2 siniestros en la cartera (+5 pts) | Monto reclamado es el 100% de la suma asegurada (+5 pts) | Robo reportado con mas de 48 horas de demora (+8 pts) | Dinamica sospechosa: narrativa con indicadores de riesgo (+5 pts) | Documentacion con inconsistencia detectada (+8 pts) | Narrativa muy similar a otro reclamo (100% similitud, +8 pts)",0.042070330439814896,0
SIN-00597,41914.72,1,15,3,False,P002,42616.61,Robo,Guayaquil,Generales,Clinica San Marcos,Colision frontal con vehiculo desconocido en horas de la madrugada sin testigos.,ASG-00357,B185L534,1,Nissan,Versa,2018,0,0,True,86,0.9999999999999993,74,ROJO,"Siniestro ocurrido en los primeros 10 dias de la poliza (+8 pts) | Reporte tardio: mas de 7 dias despues del evento (+5 pts) | Asegurado con 3 o mas siniestros en 18 meses (+8 pts) | Documentos incompletos o faltantes (+4 pts) | Proveedor en lista restrictiva (+10 pts) | Beneficiario asociado a mas de 2 siniestros en la cartera (+5 pts) | Monto reclamado es el 98% de la suma asegurada (+5 pts) | Robo reportado con mas de 48 horas de demora (+8 pts) | Dinamica sospechosa: narrativa con indicadores de riesgo (+5 pts) | Documentacion con inconsistencia detectada (+8 pts) | Narrativa muy similar a otro reclamo (100% similitud, +8 pts)",0.0091182844619343,0
SIN-00600,15515.79,24,3,3,True,P001,21999.6,Dano parcial,Quito,Salud,Taller El Veloz,Accidente en carretera con policia presente. Croquis firmado por ambas partes.,ASG-00376,E770G643,1,Toyota,RAV4,2022,0,0,False,80,1.0000000000000002,35,AMARILLO,"Siniestro ocurrido en los primeros 30 dias de la poliza (+4 pts) | Asegurado con 3 o mas siniestros en 18 meses (+8 pts) | Proveedor en lista restrictiva (+10 pts) | Beneficiario asociado a mas de 2 siniestros en la cartera (+5 pts) | Narrativa muy similar a otro reclamo (100% similitud, +8 pts)",0.03186622678076079,0
SIN-00604,44091.58,8,8,3,False,P001,45406.99,Robo,Manta,Salud,Taller El Veloz,El vehiculo fue impactado por un tercero que se dio a la fuga sin dejar datos.,ASG-00390,M424P171,1,Kia,Sportage,2014,0,0,True,80,0.9999999999999992,74,ROJO,"Siniestro ocurrido en los primeros 10 dias de la poliza (+8 pts) | Reporte tardio: mas de 7 dias despues del evento (+5 pts) | Asegurado con 3 o mas siniestros en 18 meses (+8 pts) | Documentos incompletos o faltantes (+4 pts) | Proveedor en lista restrictiva (+10 pts) | Beneficiario asociado a mas de 2 siniestros en la cartera (+5 pts) | Monto reclamado es el 97% de la suma asegurada (+5 pts) | Robo reportado con mas de 48 horas de demora (+8 pts) | Dinamica sospechosa: narrativa con indicadores de riesgo (+5 pts) | Documentacion con inconsistencia detectada (+8 pts) | Narrativa muy similar a otro reclamo (100% similitud, +8 pts)",0.028494042505874617,0
SIN-00605,9852.41,9,10,4,False,P002,10754.83,Robo,Manta,Vehiculos,Clinica San Marcos,Impacto en la parte trasera por vehiculo que huyo del lugar del accidente.,ASG-00211,E999E121,1,Toyota,Yaris,2015,0,2,True,86,1.000000000000001,69,ROJO,"Siniestro ocurrido en los primeros 10 dias de la poliza (+8 pts) | Reporte tardio: mas de 7 dias despues del evento (+5 pts) | Asegurado con 3 o mas siniestros en 18 meses (+8 pts) | Documentos incompletos o faltantes (+4 pts) | Proveedor en lista restrictiva (+10 pts) | Beneficiario asociado a mas de 2 siniestros en la cartera (+5 pts) | Robo reportado con mas de 48 horas de demora (+8 pts) | Dinamica sospechosa: narrativa con indicadores de riesgo (+5 pts) | Documentacion con inconsistencia detectada (+8 pts) | Narrativa muy similar a otro reclamo (100% similitud, +8 pts)",0.03463233142675204,0
SIN-00608,22399.45,19,4,2,True,P007,25529.36,Dano parcial,Loja,Salud,Grua Rapida,Robo de autopartes reportado inmediatamente a la policia. Denuncia adjunta.,ASG-00288,D806P722,1,Hyundai,Tucson,2018,0,0,False,92,1.0,34,AMARILLO,"Siniestro ocurrido en los primeros 30 dias de la poliza (+4 pts) | Reporte con demora de 4 a 7 dias (+3 pts) | Asegurado con 2 siniestros recientes (+4 pts) | Proveedor en lista restrictiva (+10 pts) | Beneficiario asociado a mas de 2 siniestros en la cartera (+5 pts) | Narrativa muy similar a otro reclamo (100% similitud, +8 pts)",0.04299320284157798,0
SIN-00611,29710.1,25,5,3,True,P001,34195.39,Choque,Loja,Vehiculos,Taller El Veloz,Robo de autopartes reportado inmediatamente a la policia. Denuncia adjunta.,ASG-00317,C830H774,1,Mazda,CX-5,2017,0,2,False,80,1.0,38,AMARILLO,"Siniestro ocurrido en los primeros 30 dias de la poliza (+4 pts) | Reporte con demora de 4 a 7 dias (+3 pts) | Asegurado con 3 o mas siniestros en 18 meses (+8 pts) | Proveedor en lista restrictiva (+10 pts) | Beneficiario asociado a mas de 2 siniestros en la cartera (+5 pts) | Narrativa muy similar a otro reclamo (100% similitud, +8 pts)",0.07199999183404049,0
SIN-00617,31702.01,10,9,4,False,P007,31844.0,Robo,Ambato,Hogar,Grua Rapida,El asegurado reporta que su vehiculo fue robado en un estacionamiento sin camaras.,ASG-00371,P619D993,1,Nissan,Versa,2013,0,0,True,92,1.0,69,ROJO,"Siniestro ocurrido en los primeros 10 dias de la poliza (+8 pts) | Reporte tardio: mas de 7 dias despues del evento (+5 pts) | Asegurado con 3 o mas siniestros en 18 meses (+8 pts) | Documentos incompletos o faltantes (+4 pts) | Proveedor en lista restrictiva (+10 pts) | Beneficiario asociado a mas de 2 siniestros en la cartera (+5 pts) | Monto reclamado es el 100% de la suma asegurada (+5 pts) | Robo reportado con mas de 48 horas de demora (+8 pts) | Documentacion con inconsistencia detectada (+8 pts) | Narrativa muy similar a otro reclamo (100% similitud, +8 pts)",0.0615611389005869,0
SIN-00620,21824.16,7,13,5,False,P002,23580.67,Robo,Guayaquil,Generales,Clinica San Marcos,Colision frontal con vehiculo desconocido en horas de la madrugada sin testigos.,ASG-00333,M708B889,1,Hyundai,Elantra,2023,0,0,True,86,0.9999999999999993,69,ROJO,"Siniestro ocurrido en los primeros 10 dias de la poliza (+8 pts) | Reporte tardio: mas de 7 dias despues del evento (+5 pts) | Asegurado con 3 o mas siniestros en 18 meses (+8 pts) | Documentos incompletos o faltantes (+4 pts) | Proveedor en lista restrictiva (+10 pts) | Beneficiario asociado a mas de 2 siniestros en la cartera (+5 pts) | Robo reportado con mas de 48 horas de demora (+8 pts) | Dinamica sospechosa: narrativa con indicadores de riesgo (+5 pts) | Documentacion con inconsistencia detectada (+8 pts) | Narrativa muy similar a otro reclamo (100% similitud, +8 pts)",0.0691240187660066,0
SIN-00622,26565.7,8,11,5,False,P007,27122.86,Robo,Manta,Hogar,Grua Rapida,El vehiculo fue impactado por un tercero que se dio a la fuga sin dejar datos.,ASG-00156,D804E116,1,Hyundai,Santa Fe,2018,0,0,True,92,0.9999999999999992,74,ROJO,"Siniestro ocurrido en los primeros 10 dias de la poliza (+8 pts) | Reporte tardio: mas de 7 dias despues del evento (+5 pts) | Asegurado con 3 o mas siniestros en 18 meses (+8 pts) | Documentos incompletos o faltantes (+4 pts) | Proveedor en lista restrictiva (+10 pts) | Beneficiario asociado a mas de 2 siniestros en la cartera (+5 pts) | Monto reclamado es el 98% de la suma asegurada (+5 pts) | Robo reportado con mas de 48 horas de demora (+8 pts) | Dinamica sospechosa: narrativa con indicadores de riesgo (+5 pts) | Documentacion con inconsistencia detectada (+8 pts) | Narrativa muy similar a otro reclamo (100% similitud, +8 pts)",0.06228119108190877,0
SIN-00624,30902.97,16,2,3,True,P001,39234.88,Incendio,Manta,Hogar,Taller El Veloz,Colision frontal con vehiculo desconocido en horas de la madrugada sin testigos.,ASG-00278,N842A321,1,Kia,Sportage,2015,0,0,False,80,0.9999999999999993,40,ROJO,"Siniestro ocurrido en los primeros 30 dias de la poliza (+4 pts) | Asegurado con 3 o mas siniestros en 18 meses (+8 pts) | Proveedor en lista restrictiva (+10 pts) | Beneficiario asociado a mas de 2 siniestros en la cartera (+5 pts) | Dinamica sospechosa: narrativa con indicadores de riesgo (+5 pts) | Narrativa muy similar a otro reclamo (100% similitud, +8 pts)",0.009435229719437666,0
SIN-00626,42631.11,10,10,4,False,P007,44834.64,Robo,Cuenca,Hogar,Grua Rapida,Impacto en la parte trasera por vehiculo que huyo del lugar del accidente.,ASG-00323,R579H838,1,Nissan,Sentra,2024,0,0,True,92,1.000000000000001,74,ROJO,"Siniestro ocurrido en los primeros 10 dias de la poliza (+8 pts) | Reporte tardio: mas de 7 dias despues del evento (+5 pts) | Asegurado con 3 o mas siniestros en 18 meses (+8 pts) | Documentos incompletos o faltantes (+4 pts) | Proveedor en lista restrictiva (+10 pts) | Beneficiario asociado a mas de 2 siniestros en la cartera (+5 pts) | Monto reclamado es el 95% de la suma asegurada (+5 pts) | Robo reportado con mas de 48 horas de demora (+8 pts) | Dinamica sospechosa: narrativa con indicadores de riesgo (+5 pts) | Documentacion con inconsistencia detectada (+8 pts) | Narrativa muy similar a otro reclamo (100% similitud, +8 pts)",0.043042420290657135,0
SIN-00627,18909.36,1,12,5,False,P002,20805.4,Robo,Manta,Vida,Clinica San Marcos,Impacto en la parte trasera por vehiculo que huyo del lugar del accidente.,ASG-00212,G716M600,1,Mazda,BT-50,2024,0,0,True,86,1.000000000000001,69,ROJO,"Siniestro ocurrido en los primeros 10 dias de la poliza (+8 pts) | Reporte tardio: mas de 7 dias despues del evento (+5 pts) | Asegurado con 3 o mas siniestros en 18 meses (+8 pts) | Documentos incompletos o faltantes (+4 pts) | Proveedor en lista restrictiva (+10 pts) | Beneficiario asociado a mas de 2 siniestros en la cartera (+5 pts) | Robo reportado con mas de 48 horas de demora (+8 pts) | Dinamica sospechosa: narrativa con indicadores de riesgo (+5 pts) | Documentacion con inconsistencia detectada (+8 pts) | Narrativa muy similar a otro reclamo (100% similitud, +8 pts)",0.054715920112019756,0
SIN-00629,6817.43,12,3,2,False,P004,9139.04,Robo,Loja,Vida,Peritajes Express,Dano por granizo en estacionamiento del trabajo. Evidencia fotografica adjunta.,ASG-00102,C175C590,1,Nissan,Kicks,2018,0,0,False,6,1.0,33,AMARILLO,"Siniestro ocurrido en los primeros 30 dias de la poliza (+4 pts) | Asegurado con 2 siniestros recientes (+4 pts) | Documentos incompletos o faltantes (+4 pts) | Beneficiario asociado a mas de 2 siniestros en la cartera (+5 pts) | Robo reportado con mas de 48 horas de demora (+8 pts) | Narrativa muy similar a otro reclamo (100% similitud, +8 pts)",-0.008677632273152658,1
SIN-00630,19113.65,1,10,3,False,P001,19131.5,Robo,Guayaquil,Salud,Taller El Veloz,Impacto en la parte trasera por vehiculo que huyo del lugar del accidente.,ASG-00055,A323P251,1,Kia,Picanto,2018,0,0,True,80,1.000000000000001,74,ROJO,"Siniestro ocurrido en los primeros 10 dias de la poliza (+8 pts) | Reporte tardio: mas de 7 dias despues del evento (+5 pts) | Asegurado con 3 o mas siniestros en 18 meses (+8 pts) | Documentos incompletos o faltantes (+4 pts) | Proveedor en lista restrictiva (+10 pts) | Beneficiario asociado a mas de 2 siniestros en la cartera (+5 pts) | Monto reclamado es el 100% de la suma asegurada (+5 pts) | Robo reportado con mas de 48 horas de demora (+8 pts) | Dinamica sospechosa: narrativa con indicadores de riesgo (+5 pts) | Documentacion con inconsistencia detectada (+8 pts) | Narrativa muy similar a otro reclamo (100% similitud, +8 pts)",0.030253213765845,0
SIN-00631,38974.19,7,10,3,False,P001,42590.85,Robo,Loja,Vida,Taller El Veloz,Colision frontal con vehiculo desconocido en horas de la madrugada sin testigos.,ASG-00050,Q983P206,1,Nissan,Versa,2014,0,0,True,80,0.9999999999999993,69,ROJO,"Siniestro ocurrido en los primeros 10 dias de la poliza (+8 pts) | Reporte tardio: mas de 7 dias despues del evento (+5 pts) | Asegurado con 3 o mas siniestros en 18 meses (+8 pts) | Documentos incompletos o faltantes (+4 pts) | Proveedor en lista restrictiva (+10 pts) | Beneficiario asociado a mas de 2 siniestros en la cartera (+5 pts) | Robo reportado con mas de 48 horas de demora (+8 pts) | Dinamica sospechosa: narrativa con indicadores de riesgo (+5 pts) | Documentacion con inconsistencia detectada (+8 pts) | Narrativa muy similar a otro reclamo (100% similitud, +8 pts)",0.07123148823936326,0
SIN-00633,24774.68,20,6,3,True,P007,30089.69,Robo,Guayaquil,Hogar,Grua Rapida,Robo de autopartes reportado inmediatamente a la policia. Denuncia adjunta.,ASG-00281,B470N355,1,Toyota,Corolla,2023,0,0,False,92,1.0,46,ROJO,"Siniestro ocurrido en los primeros 30 dias de la poliza (+4 pts) | Reporte con demora de 4 a 7 dias (+3 pts) | Asegurado con 3 o mas siniestros en 18 meses (+8 pts) | Proveedor en lista restrictiva (+10 pts) | Beneficiario asociado a mas de 2 siniestros en la cartera (+5 pts) | Robo reportado con mas de 48 horas de demora (+8 pts) | Narrativa muy similar a otro reclamo (100% similitud, +8 pts)",0.09204706458579442,0
SIN-00635,41159.19,5,9,5,False,P007,42616.61,Robo,Guayaquil,Generales,Grua Rapida,Impacto en la parte trasera por vehiculo que huyo del lugar del accidente.,ASG-00357,E623Q328,1,Mazda,CX-5,2024,0,0,True,92,1.000000000000001,74,ROJO,"Siniestro ocurrido en los primeros 10 dias de la poliza (+8 pts) | Reporte tardio: mas de 7 dias despues del evento (+5 pts) | Asegurado con 3 o mas siniestros en 18 meses (+8 pts) | Documentos incompletos o faltantes (+4 pts) | Proveedor en lista restrictiva (+10 pts) | Beneficiario asociado a mas de 2 siniestros en la cartera (+5 pts) | Monto reclamado es el 97% de la suma asegurada (+5 pts) | Robo reportado con mas de 48 horas de demora (+8 pts) | Dinamica sospechosa: narrativa con indicadores de riesgo (+5 pts) | Documentacion con inconsistencia detectada (+8 pts) | Narrativa muy similar a otro reclamo (100% similitud, +8 pts)",0.01746093436266405,0
SIN-00636,11314.4,12,7,3,True,P004,16890.78,Robo,Ambato,Vida,Peritajes Express,Dano por granizo en estacionamiento del trabajo. Evidencia fotografica adjunta.,ASG-00021,B583G185,1,Toyota,Hilux,2022,0,0,False,6,1.0,36,AMARILLO,"Siniestro ocurrido en los primeros 30 dias de la poliza (+4 pts) | Reporte con demora de 4 a 7 dias (+3 pts) | Asegurado con 3 o mas siniestros en 18 meses (+8 pts) | Beneficiario asociado a mas de 2 siniestros en la cartera (+5 pts) | Robo reportado con mas de 48 horas de demora (+8 pts) | Narrativa muy similar a otro reclamo (100% similitud, +8 pts)",0.05892293962459627,0
SIN-00641,37060.69,2,13,5,False,P002,38089.53,Robo,Guayaquil,Vehiculos,Clinica San Marcos,El vehiculo fue impactado por un tercero que se dio a la fuga sin dejar datos.,ASG-00378,P880G744,1,Mazda,2,2017,0,2,True,86,0.9999999999999992,74,ROJO,"Siniestro ocurrido en los primeros 10 dias de la poliza (+8 pts) | Reporte tardio: mas de 7 dias despues del evento (+5 pts) | Asegurado con 3 o mas siniestros en 18 meses (+8 pts) | Documentos incompletos o faltantes (+4 pts) | Proveedor en lista restrictiva (+10 pts) | Beneficiario asociado a mas de 2 siniestros en la cartera (+5 pts) | Monto reclamado es el 97% de la suma asegurada (+5 pts) | Robo reportado con mas de 48 horas de demora (+8 pts) | Dinamica sospechosa: narrativa con indicadores de riesgo (+5 pts) | Documentacion con inconsistencia detectada (+8 pts) | Narrativa muy similar a otro reclamo (100% similitud, +8 pts)",0.027449592046298044,0
SIN-00644,7032.27,25,7,3,True,P002,8316.92,Atencion medica,Quito,Salud,Clinica San Marcos,Colision frontal con vehiculo desconocido en horas de la madrugada sin testigos.,ASG-00334,K805J827,1,Toyota,Hilux,2014,0,0,False,86,0.9999999999999993,43,ROJO,"Siniestro ocurrido en los primeros 30 dias de la poliza (+4 pts) | Reporte con demora de 4 a 7 dias (+3 pts) | Asegurado con 3 o mas siniestros en 18 meses (+8 pts) | Proveedor en lista restrictiva (+10 pts) | Beneficiario asociado a mas de 2 siniestros en la cartera (+5 pts) | Dinamica sospechosa: narrativa con indicadores de riesgo (+5 pts) | Narrativa muy similar a otro reclamo (100% similitud, +8 pts)",0.02740834701701589,0
SIN-00646,24761.72,8,11,3,False,P001,25529.36,Robo,Loja,Salud,Taller El Veloz,Colision frontal con vehiculo desconocido en horas de la madrugada sin testigos.,ASG-00288,Q237E346,1,Toyota,RAV4,2012,0,0,True,80,0.9999999999999993,74,ROJO,"Siniestro ocurrido en los primeros 10 dias de la poliza (+8 pts) | Reporte tardio: mas de 7 dias despues del evento (+5 pts) | Asegurado con 3 o mas siniestros en 18 meses (+8 pts) | Documentos incompletos o faltantes (+4 pts) | Proveedor en lista restrictiva (+10 pts) | Beneficiario asociado a mas de 2 siniestros en la cartera (+5 pts) | Monto reclamado es el 97% de la suma asegurada (+5 pts) | Robo reportado con mas de 48 horas de demora (+8 pts) | Dinamica sospechosa: narrativa con indicadores de riesgo (+5 pts) | Documentacion con inconsistencia detectada (+8 pts) | Narrativa muy similar a otro reclamo (100% similitud, +8 pts)",0.07673066873852236,0
