id_siniestro,id_poliza,id_asegurado,ramo,cobertura,fecha_ocurrencia,fecha_reporte,monto_reclamado,monto_estimado,monto_pagado,estado,sucursal,descripcion,documentos_completos,beneficiario,id_proveedor,dias_desde_inicio_poliza,dias_desde_fin_poliza,dias_entre_ocurrencia_reporte,historial_siniestros_asegurado,ciudad,suma_asegurada,etiqueta_fraude_simulada
SIN-00510,POL-00258,ASG-00258,Vehiculos,Incendio,2025-12-31,2026-01-01,5676.29,5607.11,3993.21,Reserva,Sur,Robo de autopartes reportado inmediatamente a la policia. Denuncia adjunta.,True,Peritajes Express,P004,8,357,1,1,Loja,35864.54,0
SIN-00511,POL-00516,ASG-00289,Hogar,Robo,2024-11-30,2024-12-13,25828.32,23569.83,0.0,Reserva,Oeste,El vehiculo fue impactado por un tercero que se dio a la fuga sin dejar datos.,False,Taller El Veloz,P001,4,361,13,3,Ambato,26292.22,1
SIN-00512,POL-00454,ASG-00045,Vehiculos,Choque,2025-03-09,2025-03-11,7419.42,5972.97,5068.55,Negativa,Oeste,Robo de autopartes reportado inmediatamente a la policia. Denuncia adjunta.,True,Grua Rapida,P007,282,83,2,1,Ambato,49718.08,0
SIN-00513,POL-00134,ASG-00375,Vehiculos,Dano parcial,2025-01-29,2025-02-05,38739.95,42404.55,36876.12,Liquidado,Norte,Robo de autopartes reportado inmediatamente a la policia. Denuncia adjunta.,False,Taller Norte,P003,13,352,7,2,Guayaquil,45415.59,0
SIN-00514,POL-00465,ASG-00282,Hogar,Robo,2025-08-09,2025-08-22,9834.07,10569.13,0.0,Negativa,Norte,Colision frontal con vehiculo desconocido en horas de la madrugada sin testigos.,False,Taller El Veloz,P001,6,359,13,5,Guayaquil,10122.65,1
SIN-00515,POL-00526,ASG-00230,Vida,Robo,2025-01-11,2025-01-24,45266.6,37222.76,0.0,Cierre Sin Consecuencia,Oeste,Colision frontal con vehiculo desconocido en horas de la madrugada sin testigos.,False,Taller El Veloz,P001,9,356,13,6,Quito,48279.32,1
SIN-00516,POL-00097,ASG-00150,Hogar,Choque,2024-08-20,2024-08-25,30776.29,28964.16,21215.81,Pago Total,Este,Colision frontal con vehiculo desconocido en horas de la madrugada sin testigos.,False,Grua Rapida,P007,18,347,5,3,Loja,46671.89,0
SIN-00517,POL-00550,ASG-00277,Hogar,Robo,2024-12-17,2024-12-31,44411.66,45980.21,0.0,Cierre Sin Consecuencia,Oeste,El asegurado reporta que su vehiculo fue robado en un estacionamiento sin camaras.,False,Grua Rapida,P007,5,360,14,6,Cuenca,48422.92,1
SIN-00518,POL-00505,ASG-00344,Salud,Choque,2025-09-26,2025-09-29,2182.58,2309.76,1960.85,Negativa,Oeste,Colision leve en interseccion con semaforo. El tercero presento sus datos.,True,Grua Rapida,P007,248,117,3,1,Guayaquil,8228.57,0
SIN-00519,POL-00087,ASG-00040,Generales,Responsabilidad Civil,2026-02-11,2026-02-15,21947.27,17655.47,14133.47,Negativa,Norte,Robo de autopartes reportado inmediatamente a la policia. Denuncia adjunta.,True,Taller Norte,P003,22,343,4,3,Manta,27591.84,0
SIN-00520,POL-00585,ASG-00396,Salud,Incendio,2024-10-18,2024-10-24,20380.65,20116.34,17351.5,Liquidado,Norte,Impacto en la parte trasera por vehiculo que huyo del lugar del accidente.,False,Taller Norte,P003,25,340,6,3,Cuenca,23241.22,0
SIN-00521,POL-00236,ASG-00017,Hogar,Dano parcial,2026-08-06,2026-08-08,2675.03,2379.28,2097.76,Cierre Sin Consecuencia,Oeste,Robo de autopartes reportado inmediatamente a la policia. Denuncia adjunta.,True,Grua Rapida,P007,103,262,2,0,Loja,9611.6,0
SIN-00522,POL-00559,ASG-00087,Hogar,Choque,2025-11-15,2025-11-18,2257.49,2412.26,1979.25,Negativa,Este,Dano por granizo en estacionamiento del trabajo. Evidencia fotografica adjunta.,True,Taller Premium,P008,212,153,3,0,Quito,24739.75,0
SIN-00523,POL-00390,ASG-00162,Generales,Choque,2024-09-05,2024-09-08,5347.57,4894.86,3646.55,Liquidado,Oeste,Choque en parqueadero de centro comercial con camaras de seguridad.,True,Clinica San Marcos,P002,11,354,3,1,Manta,19609.43,0
SIN-00524,POL-00040,ASG-00351,Vida,Choque,2026-01-31,2026-02-03,14533.11,11852.65,9254.53,Reserva,Centro,Dano por granizo en estacionamiento del trabajo. Evidencia fotografica adjunta.,True,Clinica del Sur,P006,190,175,3,1,Guayaquil,42795.13,0
SIN-00525,POL-00555,ASG-00050,Vida,Atencion medica,2026-03-20,2026-03-22,7272.18,6822.8,5582.55,Pago Total,Centro,Dano por granizo en estacionamiento del trabajo. Evidencia fotografica adjunta.,True,Taller Norte,P003,133,232,2,1,Loja,42590.85,0
SIN-00526,POL-00276,ASG-00257,Generales,Robo,2025-03-16,2025-03-17,6322.03,5702.82,4273.27,Reserva,Centro,Choque en parqueadero de centro comercial con camaras de seguridad.,True,Grua Rapida,P007,55,310,1,0,Guayaquil,21373.95,0
SIN-00527,POL-00399,ASG-00179,Vida,Robo,2025-05-15,2025-05-18,20957.01,18924.13,16698.3,Cierre Sin Consecuencia,Centro,Dano por granizo en estacionamiento del trabajo. Evidencia fotografica adjunta.,True,Taller Norte,P003,289,76,3,0,Cuenca,44052.4,0
SIN-00528,POL-00401,ASG-00269,Vehiculos,Responsabilidad Civil,2025-05-23,2025-05-29,20571.53,16553.7,13178.94,Negativa,Centro,Choque en parqueadero de centro comercial con camaras de seguridad.,False,Clinica del Sur,P006,26,339,6,3,Manta,30421.08,0
SIN-00529,POL-00525,ASG-00362,Vida,Choque,2027-03-11,2027-03-14,3684.97,3168.13,3009.43,Pago Parcial,Oeste,Dano por granizo en estacionamiento del trabajo. Evidencia fotografica adjunta.,True,Clinica San Marcos,P002,364,1,3,0,Quito,11531.74,0
SIN-00530,POL-00315,ASG-00090,Vida,Incendio,2025-05-09,2025-05-13,25316.35,25789.25,20884.99,Pago Total,Este,Colision frontal con vehiculo desconocido en horas de la madrugada sin testigos.,True,Clinica San Marcos,P002,14,351,4,2,Manta,30138.38,0
SIN-00531,POL-00154,ASG-00317,Generales,Choque,2025-07-09,2025-07-13,15033.18,15165.83,12998.88,Liquidado,Norte,Choque en parqueadero de centro comercial con camaras de seguridad.,False,Clinica San Marcos,P002,12,353,4,2,Loja,23077.4,0
SIN-00532,POL-00527,ASG-00273,Hogar,Robo,2025-10-28,2025-10-30,7349.46,6008.26,4790.61,Liquidado,Oeste,Accidente en carretera con policia presente. Croquis firmado por ambas partes.,True,Clinica del Sur,P006,127,238,2,1,Cuenca,24430.36,0
SIN-00533,POL-00346,ASG-00395,Vida,Atencion medica,2025-11-28,2025-12-01,24115.22,20578.3,15200.55,Liquidado,Norte,Robo de autopartes reportado inmediatamente a la policia. Denuncia adjunta.,True,Taller Central,P005,162,203,3,1,Ambato,49820.62,0
SIN-00534,POL-00007,ASG-00007,Hogar,Robo,2025-02-11,2025-02-22,38405.35,32235.08,0.0,Reserva,Centro,El vehiculo fue impactado por un tercero que se dio a la fuga sin dejar datos.,False,Taller El Veloz,P001,6,359,11,4,Guayaquil,40062.61,1
SIN-00535,POL-00103,ASG-00208,Vida,Dano parcial,2024-09-14,2024-09-20,21158.78,23040.4,20900.14,Pago Total,Este,El asegurado reporta que su vehiculo fue robado en un estacionamiento sin camaras.,False,Taller Central,P005,27,338,6,3,Manta,29755.44,0
SIN-00536,POL-00172,ASG-00142,Hogar,Choque,2026-03-25,2026-03-28,13963.5,14258.32,10795.36,Reserva,Sur,Choque en parqueadero de centro comercial con camaras de seguridad.,True,Clinica del Sur,P006,27,338,3,2,Manta,16751.61,0
SIN-00537,POL-00095,ASG-00191,Vida,Choque,2025-11-09,2025-11-15,5918.43,5096.88,4413.0,Pago Parcial,Norte,Accidente en carretera con policia presente. Croquis firmado por ambas partes.,False,Taller El Veloz,P001,13,352,6,2,Ambato,8820.61,0
SIN-00538,POL-00467,ASG-00246,Vida,Atencion medica,2025-12-10,2025-12-13,8817.27,8540.52,6658.95,Pago Total,Este,Robo de autopartes reportado inmediatamente a la policia. Denuncia adjunta.,True,Taller Norte,P003,223,142,3,1,Loja,34054.35,0
SIN-00539,POL-00524,ASG-00155,Vida,Responsabilidad Civil,2026-04-21,2026-04-24,31537.05,32025.46,31644.52,Cierre Sin Consecuencia,Este,El vehiculo fue impactado por un tercero que se dio a la fuga sin dejar datos.,False,Taller Premium,P008,28,337,3,2,Guayaquil,38859.25,0
SIN-00540,POL-00223,ASG-00072,Vida,Choque,2025-12-13,2025-12-15,4282.13,4377.61,4222.06,Reserva,Este,Dano por granizo en estacionamiento del trabajo. Evidencia fotografica adjunta.,True,Taller Norte,P003,226,139,2,0,Ambato,32488.33,0
SIN-00541,POL-00243,ASG-00170,Vida,Atencion medica,2025-03-18,2025-03-24,10149.22,8931.65,6579.47,Cierre Sin Consecuencia,Este,Dano por granizo en estacionamiento del trabajo. Evidencia fotografica adjunta.,True,Taller Norte,P003,18,347,6,3,Cuenca,11966.26,0
SIN-00542,POL-00592,ASG-00390,Salud,Responsabilidad Civil,2026-04-23,2026-04-23,5957.72,4770.98,4157.02,Negativa,Norte,Accidente en carretera con policia presente. Croquis firmado por ambas partes.,True,Taller Premium,P008,50,315,0,1,Manta,45406.99,0
SIN-00543,POL-00540,ASG-00133,Vehiculos,Robo,2026-01-13,2026-01-16,3010.63,2931.97,2543.47,Liquidado,Sur,Robo de autopartes reportado inmediatamente a la policia. Denuncia adjunta.,True,Taller Premium,P008,202,163,3,0,Ambato,8168.55,0
SIN-00544,POL-00407,ASG-00295,Vehiculos,Robo,2026-01-30,2026-01-30,10566.41,10375.94,10188.32,Negativa,Oeste,Robo de autopartes reportado inmediatamente a la policia. Denuncia adjunta.,True,Taller El Veloz,P001,37,328,0,1,Loja,23611.19,0
SIN-00545,POL-00063,ASG-00197,Vehiculos,Atencion medica,2026-06-10,2026-06-13,8336.36,7820.04,6287.83,Pago Total,Sur,Dano por granizo en estacionamiento del trabajo. Evidencia fotografica adjunta.,True,Taller El Veloz,P001,20,345,3,2,Cuenca,9609.22,0
SIN-00546,POL-00172,ASG-00142,Hogar,Choque,2027-02-20,2027-02-22,2336.48,1908.92,1807.7,Reserva,Oeste,Robo de autopartes reportado inmediatamente a la policia. Denuncia adjunta.,True,Clinica del Sur,P006,359,6,2,0,Manta,16751.61,0
SIN-00547,POL-00155,ASG-00122,Vehiculos,Robo,2026-05-29,2026-06-13,43698.27,36468.38,0.0,Cierre Sin Consecuencia,Norte,Colision frontal con vehiculo desconocido en horas de la madrugada sin testigos.,False,Grua Rapida,P007,2,363,15,3,Ambato,46437.57,1
SIN-00548,POL-00124,ASG-00224,Vida,Responsabilidad Civil,2026-11-09,2026-11-11,4465.1,4821.06,3661.04,Liquidado,Sur,Choque en parqueadero de centro comercial con camaras de seguridad.,True,Taller El Veloz,P001,197,168,2,1,Quito,12839.12,0
SIN-00549,POL-00346,ASG-00395,Vida,Responsabilidad Civil,2025-10-22,2025-10-23,12699.5,10729.67,10037.61,Pago Total,Norte,Robo de autopartes reportado inmediatamente a la policia. Denuncia adjunta.,True,Peritajes Express,P004,125,240,1,0,Ambato,49820.62,0
SIN-00550,POL-00405,ASG-00067,Salud,Choque,2026-01-06,2026-01-08,6844.63,6246.91,4404.91,Liquidado,Sur,Dano por granizo en estacionamiento del trabajo. Evidencia fotografica adjunta.,True,Taller Norte,P003,194,171,2,1,Cuenca,13914.88,0
SIN-00551,POL-00354,ASG-00005,Vida,Dano parcial,2024-12-18,2024-12-21,13401.6,14616.66,10751.94,Pago Parcial,Sur,Colision leve en interseccion con semaforo. El tercero presento sus datos.,True,Taller Norte,P003,25,340,3,0,Quito,31865.17,0
SIN-00552,POL-00077,ASG-00301,Vehiculos,Robo,2025-12-14,2025-12-28,22522.11,19577.16,0.0,Negativa,Centro,Colision frontal con vehiculo desconocido en horas de la madrugada sin testigos.,False,Grua Rapida,P007,1,364,14,6,Ambato,24686.87,1
SIN-00553,POL-00437,ASG-00314,Generales,Robo,2025-08-07,2025-08-08,12513.8,11296.42,8792.21,Pago Total,Norte,Choque en parqueadero de centro comercial con camaras de seguridad.,True,Taller El Veloz,P001,297,68,1,0,Guayaquil,28635.37,0
SIN-00554,POL-00372,ASG-00250,Salud,Dano parcial,2024-08-24,2024-08-27,6502.79,5925.77,5197.12,Pago Parcial,Centro,Robo de autopartes reportado inmediatamente a la policia. Denuncia adjunta.,True,Grua Rapida,P007,55,310,3,0,Manta,30125.77,0
SIN-00555,POL-00473,ASG-00155,Salud,Robo,2025-10-01,2025-10-09,12578.35,10844.62,0.0,Cierre Sin Consecuencia,Este,El vehiculo fue impactado por un tercero que se dio a la fuga sin dejar datos.,False,Grua Rapida,P007,9,356,8,3,Guayaquil,12875.57,1
SIN-00556,POL-00014,ASG-00150,Vida,Responsabilidad Civil,2025-04-19,2025-04-21,10107.2,10718.99,7851.17,Pago Parcial,Norte,Dano por granizo en estacionamiento del trabajo. Evidencia fotografica adjunta.,True,Clinica San Marcos,P002,241,124,2,0,Loja,40188.85,0
SIN-00557,POL-00235,ASG-00350,Hogar,Robo,2025-05-23,2025-06-05,7768.08,6679.37,0.0,Negativa,Sur,Impacto en la parte trasera por vehiculo que huyo del lugar del accidente.,False,Clinica San Marcos,P002,5,360,13,5,Ambato,7791.48,1
SIN-00558,POL-00541,ASG-00255,Salud,Responsabilidad Civil,2025-10-19,2025-10-22,1603.79,1381.45,1199.62,Pago Parcial,Sur,Accidente en carretera con policia presente. Croquis firmado por ambas partes.,True,Clinica del Sur,P006,131,234,3,0,Quito,5039.04,0
SIN-00559,POL-00404,ASG-00382,Vehiculos,Choque,2025-08-16,2025-08-18,5268.45,5527.7,5029.34,Negativa,Norte,Choque en parqueadero de centro comercial con camaras de seguridad.,True,Grua Rapida,P007,362,3,2,0,Loja,16815.11,0
SIN-00560,POL-00436,ASG-00219,Vida,Atencion medica,2024-08-11,2024-08-13,26499.54,25878.24,23289.41,Reserva,Centro,El vehiculo fue impactado por un tercero que se dio a la fuga sin dejar datos.,True,Clinica San Marcos,P002,29,336,2,3,Ambato,32356.85,0
SIN-00561,POL-00557,ASG-00378,Vida,Dano parcial,2025-04-04,2025-04-06,15083.72,15088.44,13765.47,Pago Parcial,Sur,Robo de autopartes reportado inmediatamente a la policia. Denuncia adjunta.,True,Clinica San Marcos,P002,138,227,2,0,Guayaquil,48913.4,0
SIN-00562,POL-00509,ASG-00257,Hogar,Dano parcial,2025-05-26,2025-05-29,9982.3,9373.12,7795.67,Reserva,Este,Colision leve en interseccion con semaforo. El tercero presento sus datos.,True,Grua Rapida,P007,297,68,3,0,Guayaquil,29577.48,0
SIN-00563,POL-00051,ASG-00073,Generales,Atencion medica,2027-01-27,2027-01-28,5153.48,4798.24,3662.4,Cierre Sin Consecuencia,Oeste,Dano por granizo en estacionamiento del trabajo. Evidencia fotografica adjunta.,True,Taller Premium,P008,265,100,1,1,Ambato,33251.58,0
SIN-00564,POL-00170,ASG-00053,Vehiculos,Responsabilidad Civil,2026-04-11,2026-04-12,2152.34,2054.78,1943.71,Liquidado,Sur,Accidente en carretera con policia presente. Croquis firmado por ambas partes.,True,Grua Rapida,P007,211,154,1,0,Loja,34806.0,0
SIN-00565,POL-00029,ASG-00125,Generales,Robo,2025-04-22,2025-05-03,11436.36,12228.15,0.0,Reserva,Este,Impacto en la parte trasera por vehiculo que huyo del lugar del accidente.,False,Grua Rapida,P007,2,363,11,4,Guayaquil,12206.11,1
SIN-00566,POL-00560,ASG-00052,Generales,Atencion medica,2026-12-13,2026-12-14,1479.97,1604.35,1548.25,Liquidado,Oeste,Colision leve en interseccion con semaforo. El tercero presento sus datos.,True,Grua Rapida,P007,237,128,1,1,Quito,12098.91,0
SIN-00567,POL-00553,ASG-00297,Salud,Robo,2025-03-26,2025-04-03,6272.44,6577.55,0.0,Pago Total,Sur,Impacto en la parte trasera por vehiculo que huyo del lugar del accidente.,False,Clinica San Marcos,P002,5,360,8,3,Manta,6659.5,1
SIN-00568,POL-00434,ASG-00139,Vida,Incendio,2025-06-08,2025-06-11,12290.58,9991.51,8057.08,Cierre Sin Consecuencia,Norte,Colision leve en interseccion con semaforo. El tercero presento sus datos.,True,Taller Norte,P003,168,197,3,1,Cuenca,35210.26,0
SIN-00569,POL-00255,ASG-00092,Hogar,Responsabilidad Civil,2025-08-29,2025-08-30,6174.29,5137.64,5031.31,Liquidado,Este,Accidente en carretera con policia presente. Croquis firmado por ambas partes.,True,Taller Norte,P003,63,302,1,1,Manta,30873.3,0
SIN-00570,POL-00290,ASG-00111,Vida,Robo,2024-09-04,2024-09-10,18991.74,16057.65,13378.98,Pago Total,Oeste,Accidente en carretera con policia presente. Croquis firmado por ambas partes.,False,Grua Rapida,P007,19,346,6,3,Loja,26213.61,0
SIN-00571,POL-00417,ASG-00364,Vehiculos,Robo,2026-02-20,2026-02-20,7403.25,6513.2,5341.08,Cierre Sin Consecuencia,Oeste,Choque en parqueadero de centro comercial con camaras de seguridad.,True,Taller Central,P005,171,194,0,0,Quito,26809.8,0
SIN-00572,POL-00492,ASG-00318,Salud,Dano parcial,2026-05-14,2026-05-17,15666.72,12637.03,12003.99,Reserva,Centro,Colision leve en interseccion con semaforo. El tercero presento sus datos.,True,Taller Norte,P003,140,225,3,1,Quito,48825.13,0
SIN-00573,POL-00255,ASG-00092,Hogar,Dano parcial,2025-06-29,2025-06-30,15416.91,12832.85,9804.34,Cierre Sin Consecuencia,Este,Dano por granizo en estacionamiento del trabajo. Evidencia fotografica adjunta.,True,Clinica del Sur,P006,2,363,1,1,Manta,30873.3,0
SIN-00574,POL-00261,ASG-00347,Hogar,Choque,2025-11-10,2025-11-13,1098.17,997.24,984.12,Pago Parcial,Este,Colision leve en interseccion con semaforo. El tercero presento sus datos.,True,Clinica del Sur,P006,216,149,3,0,Ambato,5501.76,0
SIN-00575,POL-00033,ASG-00251,Generales,Atencion medica,2026-03-28,2026-03-28,7726.55,8140.22,6846.04,Cierre Sin Consecuencia,Este,Accidente en carretera con policia presente. Croquis firmado por ambas partes.,True,Peritajes Express,P004,191,174,0,1,Guayaquil,19103.18,0
SIN-00576,POL-00552,ASG-00342,Generales,Responsabilidad Civil,2025-11-21,2025-11-21,15620.06,12950.11,9374.4,Pago Parcial,Este,Accidente en carretera con policia presente. Croquis firmado por ambas partes.,True,Taller El Veloz,P001,183,182,0,0,Manta,35513.5,0
SIN-00577,POL-00404,ASG-00382,Vehiculos,Dano parcial,2025-08-01,2025-08-04,5505.45,5558.66,4861.22,Cierre Sin Consecuencia,Oeste,Choque en parqueadero de centro comercial con camaras de seguridad.,True,Grua Rapida,P007,347,18,3,0,Loja,16815.11,0
SIN-00578,POL-00051,ASG-00073,Generales,Robo,2026-05-17,2026-05-27,30121.24,26323.52,0.0,Negativa,Norte,Impacto en la parte trasera por vehiculo que huyo del lugar del accidente.,False,Grua Rapida,P007,10,355,10,5,Ambato,33251.58,1
SIN-00579,POL-00432,ASG-00353,Vida,Responsabilidad Civil,2026-05-28,2026-05-30,32275.02,31624.62,25732.79,Reserva,Norte,Dano por granizo en estacionamiento del trabajo. Evidencia fotografica adjunta.,False,Clinica del Sur,P006,15,350,2,3,Manta,43076.22,0
SIN-00580,POL-00544,ASG-00197,Vida,Atencion medica,2025-06-09,2025-06-14,23209.81,21571.24,17756.11,Pago Parcial,Este,Choque en parqueadero de centro comercial con camaras de seguridad.,False,Taller Central,P005,23,342,5,3,Cuenca,29088.68,0
SIN-00581,POL-00349,ASG-00240,Generales,Atencion medica,2026-07-03,2026-07-05,14371.5,13330.22,10300.99,Pago Parcial,Centro,Dano por granizo en estacionamiento del trabajo. Evidencia fotografica adjunta.,True,Taller El Veloz,P001,336,29,2,0,Quito,29684.54,0
SIN-00582,POL-00407,ASG-00295,Vehiculos,Atencion medica,2026-08-21,2026-08-22,11012.46,9339.44,7060.82,Pago Total,Sur,Colision leve en interseccion con semaforo. El tercero presento sus datos.,True,Clinica del Sur,P006,240,125,1,1,Loja,23611.19,0
SIN-00583,POL-00411,ASG-00318,Salud,Dano parcial,2026-05-21,2026-05-21,9452.52,8063.6,7359.99,Reserva,Norte,Colision leve en interseccion con semaforo. El tercero presento sus datos.,True,Taller Norte,P003,272,93,0,0,Quito,41906.03,0
SIN-00584,POL-00111,ASG-00071,Vida,Incendio,2025-01-26,2025-01-29,16576.56,14235.37,10302.7,Liquidado,Oeste,Choque en parqueadero de centro comercial con camaras de seguridad.,True,Taller Premium,P008,99,266,3,0,Quito,44809.36,0
SIN-00585,POL-00169,ASG-00193,Hogar,Robo,2025-01-17,2025-01-27,13416.71,13693.43,0.0,Negativa,Centro,El asegurado reporta que su vehiculo fue robado en un estacionamiento sin camaras.,False,Grua Rapida,P007,2,363,10,4,Manta,14819.41,1
SIN-00586,POL-00359,ASG-00165,Vehiculos,Atencion medica,2025-01-20,2025-01-23,33551.48,31908.76,30747.12,Pago Parcial,Centro,Choque en parqueadero de centro comercial con camaras de seguridad.,True,Taller Norte,P003,27,338,3,2,Guayaquil,48637.23,0
SIN-00587,POL-00377,ASG-00398,Generales,Atencion medica,2025-11-12,2025-11-13,5892.82,4961.65,3761.25,Cierre Sin Consecuencia,Este,Colision leve en interseccion con semaforo. El tercero presento sus datos.,True,Taller Central,P005,61,304,1,0,Manta,13349.04,0
SIN-00588,POL-00249,ASG-00350,Hogar,Responsabilidad Civil,2025-03-15,2025-03-16,11031.19,11696.18,10135.05,Negativa,Sur,Colision leve en interseccion con semaforo. El tercero presento sus datos.,True,Taller Central,P005,0,365,1,0,Ambato,40829.3,0
SIN-00589,POL-00556,ASG-00255,Generales,Choque,2025-01-02,2025-01-05,7209.77,6479.31,5770.49,Reserva,Este,Colision leve en interseccion con semaforo. El tercero presento sus datos.,True,Taller El Veloz,P001,56,309,3,1,Quito,14925.76,0
SIN-00590,POL-00236,ASG-00017,Hogar,Robo,2026-04-27,2026-05-06,9337.82,8885.37,0.0,Liquidado,Norte,Impacto en la parte trasera por vehiculo que huyo del lugar del accidente.,False,Clinica San Marcos,P002,2,363,9,6,Loja,9611.6,1
SIN-00591,POL-00068,ASG-00331,Vehiculos,Robo,2026-08-03,2026-08-06,11762.41,9464.87,8573.96,Cierre Sin Consecuencia,Centro,Choque en parqueadero de centro comercial con camaras de seguridad.,True,Taller Premium,P008,145,220,3,0,Guayaquil,32044.96,0
SIN-00592,POL-00525,ASG-00362,Vida,Responsabilidad Civil,2026-08-15,2026-08-18,4748.28,5206.26,4468.58,Pago Total,Oeste,Choque en parqueadero de centro comercial con camaras de seguridad.,True,Taller Central,P005,156,209,3,1,Quito,11531.74,0
SIN-00593,POL-00137,ASG-00145,Hogar,Robo,2025-01-06,2025-01-18,6782.82,6871.96,0.0,Pago Total,Centro,El vehiculo fue impactado por un tercero que se dio a la fuga sin dejar datos.,False,Taller El Veloz,P001,3,362,12,6,Ambato,7233.59,1
SIN-00594,POL-00116,ASG-00295,Vida,Robo,2025-01-31,2025-02-11,42694.03,36304.23,0.0,Reserva,Norte,El vehiculo fue impactado por un tercero que se dio a la fuga sin dejar datos.,False,Grua Rapida,P007,10,355,11,4,Loja,42765.0,1
SIN-00595,POL-00535,ASG-00151,Vida,Incendio,2024-12-10,2024-12-10,591.77,600.33,442.15,Liquidado,Norte,Colision leve en interseccion con semaforo. El tercero presento sus datos.,True,Grua Rapida,P007,173,192,0,1,Ambato,8407.14,0
SIN-00596,POL-00567,ASG-00091,Salud,Responsabilidad Civil,2024-11-10,2024-11-11,2349.39,2433.62,1905.3,Liquidado,Sur,Colision leve en interseccion con semaforo. El tercero presento sus datos.,True,Taller Central,P005,127,238,1,0,Quito,6940.2,0
SIN-00597,POL-00101,ASG-00357,Generales,Robo,2025-09-04,2025-09-19,41914.72,38185.04,0.0,Pago Parcial,Centro,Colision frontal con vehiculo desconocido en horas de la madrugada sin testigos.,False,Clinica San Marcos,P002,1,364,15,3,Guayaquil,42616.61,1
SIN-00598,POL-00089,ASG-00168,Vehiculos,Robo,2026-10-10,2026-10-12,271.75,225.6,199.48,Liquidado,Centro,Accidente en carretera con policia presente. Croquis firmado por ambas partes.,True,Clinica San Marcos,P002,160,205,2,1,Loja,5358.61,0
SIN-00599,POL-00145,ASG-00121,Vida,Dano parcial,2025-06-23,2025-06-26,2770.36,2868.63,2462.39,Liquidado,Este,Choque en parqueadero de centro comercial con camaras de seguridad.,True,Grua Rapida,P007,325,40,3,1,Quito,22766.2,0
SIN-00600,POL-00373,ASG-00376,Salud,Dano parcial,2025-06-22,2025-06-25,15515.79,12521.43,10998.96,Pago Total,Norte,Accidente en carretera con policia presente. Croquis firmado por ambas partes.,True,Taller El Veloz,P001,24,341,3,3,Quito,21999.6,0
SIN-00601,POL-00466,ASG-00292,Generales,Atencion medica,2025-02-12,2025-02-18,35985.93,37252.26,30113.31,Liquidado,Centro,El asegurado reporta que su vehiculo fue robado en un estacionamiento sin camaras.,False,Taller Norte,P003,13,352,6,2,Loja,42441.92,0
SIN-00602,POL-00093,ASG-00106,Generales,Incendio,2025-01-17,2025-01-18,9624.21,8508.76,7509.54,Liquidado,Este,Colision leve en interseccion con semaforo. El tercero presento sus datos.,True,Taller Norte,P003,167,198,1,0,Manta,23891.71,0
SIN-00603,POL-00489,ASG-00250,Vehiculos,Choque,2025-08-08,2025-08-11,746.19,656.59,485.59,Liquidado,Centro,Robo de autopartes reportado inmediatamente a la policia. Denuncia adjunta.,True,Clinica del Sur,P006,351,14,3,1,Manta,10079.92,0
SIN-00604,POL-00592,ASG-00390,Salud,Robo,2026-03-12,2026-03-20,44091.58,43634.59,0.0,Pago Total,Centro,El vehiculo fue impactado por un tercero que se dio a la fuga sin dejar datos.,False,Taller El Veloz,P001,8,357,8,3,Manta,45406.99,1
SIN-00605,POL-00287,ASG-00211,Vehiculos,Robo,2025-11-04,2025-11-14,9852.41,8148.21,0.0,Negativa,Norte,Impacto en la parte trasera por vehiculo que huyo del lugar del accidente.,False,Clinica San Marcos,P002,9,356,10,4,Manta,10754.83,1
SIN-00606,POL-00183,ASG-00162,Salud,Choque,2025-05-18,2025-05-18,5165.76,5291.08,3772.99,Pago Parcial,Sur,Accidente en carretera con policia presente. Croquis firmado por ambas partes.,True,Taller Premium,P008,70,295,0,0,Manta,26941.14,0
SIN-00607,POL-00016,ASG-00394,Generales,Atencion medica,2025-02-06,2025-02-06,16778.6,16250.62,12970.74,Pago Parcial,Sur,Choque en parqueadero de centro comercial con camaras de seguridad.,True,Taller El Veloz,P001,253,112,0,1,Cuenca,37724.6,0
SIN-00608,POL-00219,ASG-00288,Salud,Dano parcial,2026-05-22,2026-05-26,22399.45,24366.14,22853.23,Liquidado,Sur,Robo de autopartes reportado inmediatamente a la policia. Denuncia adjunta.,True,Grua Rapida,P007,19,346,4,2,Loja,25529.36,0
SIN-00609,POL-00047,ASG-00292,Hogar,Dano parcial,2025-06-06,2025-06-11,21164.18,22597.43,17264.45,Cierre Sin Consecuencia,Centro,Colision frontal con vehiculo desconocido en horas de la madrugada sin testigos.,True,Taller Norte,P003,30,335,5,3,Loja,31858.6,0
SIN-00610,POL-00446,ASG-00363,Vida,Incendio,2025-05-16,2025-05-17,15385.08,16420.48,16080.32,Liquidado,Sur,Dano por granizo en estacionamiento del trabajo. Evidencia fotografica adjunta.,True,Taller El Veloz,P001,187,178,1,1,Guayaquil,48883.61,0
SIN-00611,POL-00554,ASG-00317,Vehiculos,Choque,2025-09-30,2025-10-05,29710.1,27769.9,22234.5,Reserva,Centro,Robo de autopartes reportado inmediatamente a la policia. Denuncia adjunta.,True,Taller El Veloz,P001,25,340,5,3,Loja,34195.39,0
